"","School","LotFrontage","LotArea","MoSold","YrSold","SalePrice","TotalBsmtSF"
"1235","Northwood",85,13600,10,2009,205000,768
"1236","Northwood",100,13000,6,2009,193500,896
"1237","Northwood",137,16492,6,2010,190000,1517
"1238","Meeker",120,13560,7,2009,110000,1392
"1239","Northwood",90,14670,8,2008,227000,1104
"1240","Northwood",NA,18450,8,2007,129000,1021
"1241","Northwood",NA,12513,6,2009,104900,715
"1242","Meeker",NA,7390,7,2008,135000,1098
"1243","Meeker",75,9000,6,2006,118000,936
"1244","Meeker",71,9204,8,2008,124000,1144
"1245","Meeker",174,25419,3,2006,235000,1360
"1246","Meeker",73,8760,9,2007,141000,936
"1247","Meeker",73,8760,6,2009,150000,1169
"1248","Meeker",109,9723,10,2006,135000,1008
"1249","Meeker",65,6860,12,2007,131000,1008
"1250","Northwood",60,8250,7,2007,142100,1053
"1251","Northwood",70,7728,5,2006,132500,1106
"1252","Northwood",70,7763,10,2008,140000,931
"1253","Meeker",70,8267,3,2010,135000,1604
"1254","Meeker",70,8197,2,2010,214000,1480
"1255","Meeker",70,8176,8,2007,139000,1056
"1256","Meeker",70,8163,3,2006,143000,1144
"1257","Meeker",NA,8050,5,2010,136000,1143
"1258","Meeker",70,10552,4,2010,165500,1398
"1259","Meeker",74,8856,5,2008,136500,1176
"1260","Meeker",70,8400,6,2009,156500,1478
"1261","Northwood",70,8400,6,2010,145000,1314
"1262","Northwood",70,8400,3,2006,132000,1179
"1263","Meeker",73,8760,4,2010,148000,1194
"1264","Meeker",82,9840,6,2008,185000,1248
"1265","Meeker",76,9120,11,2008,163000,1261
"1266","Meeker",NA,12160,5,2010,142000,1188
"1267","Meeker",NA,12285,8,2009,176000,1329
"1268","Meeker",75,9750,4,2007,157900,1442
"1269","Meeker",66,9240,6,2009,149500,988
"1270","Meeker",80,9250,7,2007,139400,1056
"1271","Meeker",80,9600,4,2009,139000,1240
"1272","Meeker",66,12400,6,2009,155000,1215
"1273","Meeker",73,9300,4,2010,167500,1268
"1274","Meeker",87,10725,5,2010,108538,1206
"1275","Meeker",80,11600,4,2006,145250,1383
"1276","Meeker",90,11988,5,2007,150000,1244
"1277","Meeker",90,13200,5,2008,166800,1395
"1278","Meeker",70,9100,6,2007,120000,1144
"1279","Meeker",NA,9610,12,2006,162000,1121
"1280","Meeker",80,9736,4,2007,174850,1331
"1281","Meeker",70,8750,11,2009,120000,1202
"1282","Meeker",72,9000,5,2008,139000,1196
"1283","Meeker",125,10000,2,2006,148000,1058
"1284","Meeker",70,8750,7,2009,153000,1382
"1285","Meeker",80,10032,6,2010,159500,1244
"1286","Meeker",69,14850,5,2006,141000,1092
"1287","Meeker",80,11900,6,2008,166000,1392
"1288","Meeker",72,9770,4,2007,116000,922
"1289","Meeker",80,10400,11,2009,144000,1200
"1290","Meeker",72,10152,5,2006,153000,1124
"1291","Meeker",72,10152,6,2007,135000,1048
"1292","Meeker",72,10011,5,2006,134450,1070
"1293","Meeker",75,9464,6,2008,136000,1080
"1294","Meeker",75,10425,4,2008,133000,1104
"1295","Meeker",60,8382,2,2010,108000,832
"1296","Meeker",NA,12155,3,2007,163500,1657
"1297","Meeker",70,12198,6,2007,130000,1204
"1298","Meeker",75,10050,8,2007,129500,1216
"1299","Meeker",NA,NA,NA,NA,NA,NA
"1300","Meeker",NA,7032,12,2006,135960,943
"1301","Meeker",60,11556,7,2007,142000,864
"1302","Meeker",60,11556,5,2008,116000,720
"1303","Meeker",70,8092,6,2006,156000,1050
"1304","Meeker",70,8078,12,2007,128600,1560
"1305","Meeker",74,8532,10,2009,153000,1297
"1306","Meeker",60,10950,4,2007,125000,948
"1307","Meeker",60,10950,5,2010,135000,864
"1308","Meeker",76,9482,12,2009,135000,1866
"1309","Meeker",102,9373,5,2008,137500,1152
"1310","Meeker",NA,12774,7,2008,130000,984
"1311","Meeker",119,10895,6,2010,122500,972
"1312","Meeker",95,14250,9,2008,180000,998
"1313","Meeker",75,11310,6,2006,140000,1367
"1314","Meeker",53,8128,2,2009,131000,1062
"1315","Meeker",79,10634,11,2009,123000,608
"1316","Meeker",66,12778,1,2006,139500,1008
"1317","Meeker",70,13587,4,2010,119000,988
"1318","Meeker",67,13070,10,2009,126000,631
"1319","Meeker",68,7942,6,2007,136000,1040
"1320","Meeker",68,7922,1,2010,109000,1057
"1321","Meeker",60,7350,6,2008,139000,952
"1322","Meeker",75,10170,6,2006,155000,216
"1323","Meeker",57,7677,4,2008,110000,773
"1324","Meeker",66,8923,5,2007,134500,1008
"1325","Meeker",71,8540,6,2007,127000,925
"1326","Meeker",55,7700,9,2006,127000,301
"1327","Meeker",60,7134,2,2007,130000,384
"1328","Meeker",60,10434,11,2009,115000,1005
"1329","Meeker",55,7150,8,2007,115000,1190
"1330","Meeker",65,11050,7,2006,133500,1005
"1331","Meeker",80,13600,11,2006,125000,1056
"1332","Meeker",65,7898,4,2010,105000,576
"1333","Meeker",85,15428,6,2006,142000,884
"1334","Meeker",118,21299,12,2006,167000,929
"1335","Meeker",60,7200,4,2010,107500,0
"1336","Meeker",70,8400,3,2007,116900,923
"1337","Meeker",70,13300,6,2007,132000,928
"1338","Meeker",70,13300,6,2006,159000,1015
"1339","Meeker",71,8838,10,2008,100000,0
"1340","Meeker",85,10200,5,2010,144900,1086
"1341","Meeker",74,5868,5,2010,129000,936
"1342","Meeker",75,14559,6,2009,164900,1008
"1343","Meeker",80,8480,10,2008,118500,832
"1344","Meeker",80,8480,8,2009,113000,793
"1345","Meeker",60,7626,3,2009,145500,1031
"1346","Meeker",75,9532,2,2007,153000,1105
"1347","Meeker",75,9533,8,2009,102900,0
"1348","Meeker",NA,15783,6,2007,112500,924
"1349","Meeker",107,10615,8,2009,95000,978
"1350","Meeker",60,14190,4,2007,138000,925
"1351","Meeker",94,22136,7,2006,180000,2171
"1352","Meeker",78,17503,1,2010,97500,912
"1353","Meeker",78,11419,12,2009,152500,699
"1354","Meeker",60,9600,5,2007,135000,845
"1355","Meeker",60,9600,8,2009,129900,1200
"1356","Meeker",50,8000,5,2009,132000,972
"1357","Meeker",50,7500,10,2006,127000,784
"1358","Meeker",76,12436,1,2008,146000,1824
"1359","Meeker",NA,12099,6,2007,156000,1216
"1360","Meeker",113,21281,11,2007,301600,666
"1361","Meeker",50,7000,5,2006,112000,617
"1362","Meeker",53,5470,8,2009,99900,792
"1363","Meeker",60,10410,10,2006,99800,713
"1364","Meeker",60,10410,8,2009,135000,660
"1365","Meeker",60,10134,7,2007,109000,735
"1366","Meeker",60,10122,8,2008,89900,0
"1367","Meeker",45,7506,5,2008,114000,747
"1368","Meeker",55,5500,4,2007,103200,882
"1369","Meeker",60,10800,8,2009,149000,676
"1370","Meeker",90,5400,8,2006,117000,833
"1371","Meeker",60,5400,12,2006,108480,1073
"1372","Meeker",60,10914,8,2006,68000,715
"1373","Meeker",64,6979,6,2010,144000,1056
"1374","Meeker",60,7008,3,2006,86900,448
"1375","Meeker",80,8146,5,2009,114000,405
"1376","Meeker",52,9022,5,2009,109500,768
"1377","Meeker",60,10284,8,2007,128500,1151
"1378","Meeker",60,10230,12,2009,125000,1054
"1379","Meeker",60,10800,8,2007,64500,656
"1380","Meeker",60,10800,6,2006,120000,1120
"1381","Meeker",60,10800,7,2007,148000,736
"1382","Meeker",60,7200,4,2006,155500,663
"1383","Meeker",60,10930,4,2008,140000,913
"1384","Meeker",60,5400,7,2008,86900,672
"1385","Meeker",60,10818,2,2006,80000,1077
"1386","Meeker",60,10836,6,2008,139000,892
"1387","Meeker",60,10410,6,2009,142900,1313
"1388","Meeker",60,10410,1,2006,105000,672
"1389","Meeker",60,10800,5,2006,160000,954
"1390","Meeker",60,7200,8,2009,156500,560
"1391","Meeker",60,10800,4,2006,170000,796
"1392","Meeker",60,5400,1,2007,86000,691
"1393","Meeker",90,5400,6,2009,59000,416
"1394","Meeker",90,5400,10,2009,105000,840
"1395","Meeker",60,10800,8,2008,106250,0
"1396","Meeker",60,10800,6,2009,106000,720
"1397","Meeker",60,10800,11,2009,78500,630
"1398","Meeker",NA,9830,3,2010,162000,1063
"1399","Meeker",84,8658,12,2006,160000,1088
"1400","Meeker",81,9671,8,2009,190000,1248
"1401","Meeker",85,13400,6,2006,159950,1024
"1402","Meeker",83,10143,6,2009,154000,1380
"1403","Meeker",83,10184,6,2006,165000,1083
"1404","Meeker",70,9247,3,2008,171000,858
"1405","Meeker",93,10090,10,2007,172000,725
"1406","Meeker",75,8700,2,2007,120000,920
"1407","Meeker",77,9786,6,2006,159000,912
"1408","Meeker",77,9510,5,2006,147000,1135
"1409","Meeker",77,11500,5,2009,163000,1040
"1410","Meeker",91,11643,8,2009,200000,1248
"1411","Meeker",78,10180,6,2008,139000,912
"1412","Meeker",66,8300,8,2007,128500,952
"1413","Meeker",66,7800,11,2006,115000,912
"1414","Meeker",79,8910,7,2006,159500,655
"1415","Meeker",62,8010,9,2009,143500,951
"1416","Meeker",60,7332,10,2006,120000,864
"1417","Meeker",90,10454,4,2009,135000,1105
"1418","Meeker",64,8712,5,2009,153000,992
"1419","Meeker",73,7100,7,2006,129900,816
"1420","Meeker",96,11275,6,2010,242000,710
"1421","Meeker",80,10800,8,2006,183000,1313
"1422","Meeker",86,11650,6,2006,157500,0
"1423","Meeker",76,11355,4,2008,186000,1312
"1424","Meeker",NA,17600,12,2009,157500,1478
"1425","Meeker",NA,18275,9,2006,277500,1438
"1426","Meeker",70,11606,9,2007,135000,1040
"1427","Meeker",80,9000,4,2009,113500,160
"1428","Meeker",47,16321,12,2006,207500,1484
"1429","Meeker",NA,10920,5,2008,157000,1253
"1430","Meeker",NA,12929,6,2008,148000,1081
"1431","Meeker",313,27650,11,2008,242000,585
"1432","Meeker",60,12144,9,2009,133000,832
"1433","Meeker",60,12144,9,2006,147500,910
"1434","Meeker",60,8544,6,2009,92900,0
"1435","Meeker",60,10800,12,2006,135000,720
"1436","Meeker",60,8064,7,2007,122900,672
"1437","Meeker",60,8064,12,2009,128500,795
"1438","Meeker",60,8064,5,2010,132000,816
"1439","Meeker",60,11664,11,2007,119200,1082
"1440","Meeker",78,10496,1,2007,143000,1040
"1441","Meeker",74,8892,10,2008,116000,105
"1442","Meeker",60,7200,5,2007,119000,876
"1443","Meeker",60,7200,2,2008,94000,876
"1444","Meeker",60,7200,11,2007,102000,864
"1445","Meeker",60,7200,7,2007,129000,864
"1446","Meeker",60,7200,6,2009,90000,0
"1447","Meeker",60,7200,6,2006,109500,0
"1448","Meeker",60,7200,7,2006,109900,0
"1449","Meeker",60,7200,7,2008,98300,0
"1450","Meeker",60,7200,5,2009,138000,1208
"1451","Meeker",70,7000,4,2007,135000,1010
"1452","Meeker",71,7350,3,2009,128000,1041
"1453","Meeker",70,7560,5,2009,139000,1029
"1454","Meeker",70,7910,8,2008,127000,1075
"1455","Meeker",60,7200,9,2009,118900,732
"1456","Meeker",80,8000,5,2008,159000,1256
"1457","Meeker",80,8000,11,2008,125900,1027
"1458","Meeker",75,7500,5,2010,154000,1246
"1459","Meeker",NA,7500,7,2007,152000,1040
"1460","Meeker",80,8000,7,2009,138000,528
"1461","Meeker",70,7315,3,2007,140000,1170
"1462","Meeker",70,7560,7,2006,133700,1040
"1463","Meeker",70,7903,5,2007,152000,1242
"1464","Meeker",70,7931,7,2009,132500,1148
"1465","Meeker",70,7931,6,2008,155000,1269
"1466","Meeker",60,8544,12,2006,81400,0
"1467","Meeker",NA,8544,5,2006,87500,0
"1468","Meeker",60,8544,7,2006,93500,0
"1469","Meeker",71,8520,6,2010,166000,910
"1470","Meeker",60,10800,8,2009,133500,832
"1471","Meeker",60,8064,9,2008,138000,768
"1472","Meeker",60,8064,8,2009,135000,864
"1473","Meeker",64,6390,6,2008,112500,936
"1474","Meeker",59,7227,6,2008,105500,832
"1475","Meeker",60,7200,4,2008,127500,854
"1476","Meeker",75,8512,9,2006,119000,1556
"1477","Meeker",70,7945,5,2006,141000,1150
"1478","Meeker",113,8513,11,2008,130000,1800
"1479","Meeker",60,7200,3,2008,150000,768
"1480","Meeker",60,7200,7,2008,109500,825
"1481","Meeker",60,7200,5,2010,134800,900
"1482","Meeker",87,10000,2,2010,160000,1116
"1483","Meeker",80,8000,11,2007,156500,1377
"1484","Meeker",80,8000,7,2007,141000,1800
"1485","Meeker",70,7000,7,2007,99000,0
"1486","Meeker",70,7000,7,2006,146000,1150
"1487","Meeker",81,7635,6,2010,148000,1175
"1488","Meeker",76,7570,3,2009,144750,780
"1489","Meeker",71,7056,10,2008,140000,780
"1490","Meeker",75,8604,11,2009,145000,941
"1491","Meeker",80,7936,4,2009,127000,1045
"1492","Meeker",80,9760,5,2010,192000,1395
"1493","Meeker",80,9760,7,2007,187000,822
"1494","Meeker",80,9760,6,2008,167900,780
"1495","Meeker",70,7700,6,2010,155000,756
"1496","Meeker",69,7590,7,2006,155000,660
"1497","Meeker",69,7590,5,2008,136870,1117
"1498","Meeker",69,7590,7,2007,169500,864
"1499","Meeker",60,6600,8,2009,109500,894
"1500","Meeker",60,6600,12,2007,125500,864
"1501","Meeker",69,10205,5,2006,134500,925
"1502","Meeker",66,6760,10,2007,130000,896
"1503","Meeker",74,7400,3,2006,120000,1045
"1504","Meeker",70,7000,2,2006,105000,864
"1505","Meeker",70,7000,3,2006,124000,1025
"1506","Meeker",60,6978,4,2007,103000,850
"1507","Meeker",56,9836,12,2008,143000,192
"1508","Meeker",30,5232,6,2008,73000,680
"1509","Meeker",62,9856,6,2006,169000,716
"1510","Meeker",57,9906,9,2006,107000,686
"1511","Meeker",NA,3950,12,2009,115000,818
"1512","Meeker",60,9600,5,2006,135000,1212
"1513","Meeker",60,10440,6,2008,157500,650
"1514","Meeker",60,10440,5,2009,110000,440
"1515","Meeker",60,4800,1,2010,80400,709
"1516","Meeker",60,5520,7,2006,111500,1147
"1517","Meeker",68,4080,6,2009,128900,901
"1518","Meeker",57,10307,6,2009,103500,972
"1519","Meeker",NA,NA,NA,NA,NA,NA
"1520","Meeker",52,5720,8,2009,66500,676
"1521","Meeker",60,9600,6,2006,156500,780
"1522","Meeker",55,8800,6,2010,96500,576
"1523","Meeker",80,4800,1,2008,111000,680
"1524","Meeker",60,10440,6,2008,256000,1510
"1525","Meeker",90,15660,7,2009,130000,240
"1526","Meeker",90,9900,3,2009,129000,504
"1527","Meeker",60,9600,5,2007,132000,264
"1528","Meeker",60,4800,8,2008,64000,672
"1529","Meeker",57,6406,10,2009,150000,690
"1530","Meeker",60,9600,8,2006,178000,728
"1531","Meeker",60,6600,12,2009,107500,994
"1532","Meeker",50,6000,7,2007,127500,845
"1533","Meeker",58,6451,5,2006,139900,712
"1534","Meeker",56,4480,2,2007,89500,1022
"1535","Meeker",56,4485,5,2010,109500,936
"1536","Meeker",56,8960,3,2010,115000,1008
"1537","Meeker",60,6000,6,2008,139500,728
"1538","Meeker",60,7200,8,2007,140000,936
"1539","Meeker",66,3960,7,2006,105000,502
"1540","Meeker",70,5684,6,2006,110000,813
"1541","Meeker",63,11426,6,2008,118000,828
"1542","Meeker",63,11426,6,2008,200000,1362
"1543","Meeker",63,7628,5,2008,119164,801
"1544","Meeker",63,7627,10,2009,94550,600
"1545","Meeker",60,7596,7,2009,124500,960
"1546","Meeker",81,7308,6,2008,122250,936
"1547","Meeker",56,3153,7,2007,99900,967
"1548","Meeker",60,3378,9,2009,135000,651
"1549","Meeker",69,5805,6,2010,143000,1347
"1550","Meeker",56,7745,4,2006,111500,938
"1551","Meeker",56,7741,6,2006,108000,1032
"1552","Meeker",50,5633,7,2006,111500,844
"1553","Meeker",50,9000,6,2006,124000,636
"1554","Meeker",60,5790,5,2010,107400,840
"1555","Meeker",60,10800,8,2007,100000,641
"1556","Meeker",47,4608,6,2010,80000,747
"1557","Meeker",60,7200,8,2006,105000,576
"1558","Meeker",60,5400,2,2008,120000,931
"1559","Meeker",40,4400,10,2006,116000,648
"1560","Meeker",60,10800,5,2008,155000,884
"1561","Meeker",60,7200,5,2007,130000,808
"1562","Meeker",60,7200,2,2010,119000,788
"1563","Meeker",42,7614,3,2006,96900,738
"1564","Meeker",60,6756,9,2008,78000,481
"1565","Meeker",56,10134,7,2009,103000,801
"1566","Meeker",60,6000,2,2009,93000,936
"1567","Meeker",44,5914,9,2008,95000,684
"1568","Meeker",120,9000,6,2007,135000,680
"1569","Meeker",50,6000,3,2009,129500,768
"1570","Meeker",50,6000,4,2008,115000,789
"1571","Meeker",50,6000,6,2007,120000,649
"1572","Meeker",100,12000,5,2008,147000,924
"1573","Meeker",50,5925,3,2007,89471,907
"1574","Meeker",75,9000,6,2008,140000,904
"1575","Meeker",50,6000,11,2009,93000,811
"1576","Meeker",50,6000,6,2006,135500,960
"1577","Meeker",62,7404,11,2009,80000,861
"1578","Meeker",50,6000,8,2006,139000,816
"1579","Meeker",50,5925,10,2009,45000,0
"1580","Meeker",50,5925,5,2007,85000,570
"1581","Meeker",50,5925,5,2009,37900,600
"1582","Meeker",62,7311,3,2008,46500,407
"1583","Meeker",50,6000,6,2008,112500,928
"1584","Meeker",50,6000,7,2007,108500,960
"1585","Meeker",50,6000,8,2008,107900,901
"1586","Meeker",52,7830,6,2006,61500,492
"1587","Meeker",50,5500,4,2010,130000,926
"1588","Meeker",56,9576,5,2006,120000,770
"1589","Meeker",50,6900,1,2010,119000,827
"1590","Meeker",69,11851,6,2010,129000,1027
"1591","Meeker",NA,8239,3,2010,100000,1008
"1592","Meeker",50,5784,12,2009,91300,190
"1593","Meeker",57,9639,5,2007,137000,1075
"1594","Meeker",40,3880,8,2007,110500,686
"1595","Meeker",49,5820,7,2006,126175,1162
"1596","Meeker",48,5747,6,2006,64000,798
"1597","Meeker",103,12205,12,2008,65000,448
"1598","Meeker",68,9656,6,2010,12789,678
"1599","Meeker",60,8520,5,2010,105900,624
"1600","Meeker",60,8520,7,2007,100000,968
"1601","Meeker",60,8520,2,2009,99500,624
"1602","Meeker",87,18386,5,2008,295000,1470
"1603","Meeker",NA,10337,5,2007,184900,725
"1604","Meeker",53,9863,3,2007,145000,728
"1605","Meeker",33,4456,6,2009,113000,736
"1606","Meeker",69,9142,2,2008,139500,797
"1607","Meeker",100,12665,6,2008,153900,876
"1608","Meeker",53,5350,3,2008,132000,624
"1609","Meeker",60,9600,7,2007,125000,702
"1610","Meeker",60,9600,6,2009,87500,677
"1611","Meeker",50,3500,4,2009,110000,720
"1612","Meeker",69,9142,4,2006,137000,1020
"1613","Meeker",35,4571,6,2007,114000,616
"1614","Meeker",34,4571,5,2008,98000,624
"1615","Meeker",69,9143,5,2008,114000,346
"1616","Meeker",85,13600,9,2007,90000,662
"1617","Meeker",56,8398,11,2007,144100,926
"1618","Meeker",90,9900,5,2007,117500,1008
"1619","Meeker",60,9600,4,2008,130000,973
"1620","Meeker",60,3600,7,2007,124500,687
"1621","Meeker",60,9600,4,2008,129500,735
"1622","Meeker",60,9600,5,2006,87000,1095
"1623","Meeker",60,9600,4,2010,150000,930
"1624","Meeker",60,6000,2,2008,129400,572
"1625","Meeker",60,9600,10,2008,161000,689
"1626","Meeker",60,10800,10,2006,163000,880
"1627","Meeker",90,8100,11,2009,106000,849
"1628","Meeker",70,6300,7,2006,155000,1226
"1629","Meeker",63,5000,4,2006,79000,540
"1630","Meeker",65,11700,5,2009,265979,1240
"1631","Meeker",60,10800,4,2008,163000,482
"1632","Meeker",60,10800,6,2010,139000,686
"1633","Meeker",70,8400,6,2009,160000,917
"1634","Meeker",35,6300,6,2008,128000,742
"1635","Meeker",65,8850,7,2006,144000,815
"1636","Meeker",50,9000,4,2010,240000,346
"1637","Meeker",60,3600,10,2006,114504,684
"1638","Meeker",60,3600,5,2009,119000,624
"1639","Meeker",60,7200,10,2006,157000,596
"1640","Meeker",50,5250,12,2008,122000,684
"1641","Meeker",121,17671,11,2009,168000,916
"1642","Meeker",75,13500,2,2007,185000,819
"1643","Meeker",NA,3300,6,2009,58500,624
"1644","Meeker",60,7200,11,2007,133900,1214
"1645","Meeker",84,11340,3,2006,125000,1200
"1646","Meeker",90,22950,6,2006,475000,1107
"1647","Meeker",NA,5700,8,2008,116900,572
"1648","Meeker",40,5400,10,2007,152000,1149
"1649","Meeker",100,9045,6,2010,76500,840
"1650","Meeker",33,5976,12,2006,93500,624
"1651","Meeker",NA,NA,NA,NA,NA,NA
"1652","Meeker",NA,NA,NA,NA,NA,NA
"1653","Meeker",90,7407,4,2010,149700,912
"1654","Meeker",60,7740,6,2010,125500,622
"1655","Meeker",60,7200,6,2009,85000,1022
"1656","Meeker",60,11340,4,2010,122500,777
"1657","Meeker",60,11340,11,2008,55000,723
"1658","Meeker",60,10560,6,2010,140750,738
"1659","Meeker",90,8100,6,2007,153500,1559
"1660","Meeker",60,10800,12,2008,184000,1313
"1661","Meeker",98,8820,9,2009,124900,1088
"1662","Meeker",60,5400,9,2009,119000,972
"1663","Meeker",65,9750,6,2008,110000,984
"1664","Meeker",65,9750,7,2006,125000,960
"1665","Meeker",60,9720,9,2009,146500,741
"1666","Meeker",81,12150,11,2008,131500,1050
"1667","Meeker",60,10800,7,2007,159500,718
"1668","Meeker",52,9439,3,2007,87000,912
"1669","Meeker",70,12702,12,2008,97000,0
"1670","Meeker",52,8626,5,2007,104500,0
"1671","Meeker",52,8516,5,2008,115500,869
"1672","Meeker",76,11800,5,2007,110000,0
"1673","Meeker",63,4761,10,2006,64500,1020
"1674","Meeker",60,7879,11,2009,34900,720
"1675","Meeker",72,9392,9,2009,44000,245
"1676","Fellows",NA,7446,4,2006,100000,788
"1677","Fellows",144,21384,5,2009,223500,1324
"1678","Fellows",NA,6615,9,2009,149000,1022
"1679","Fellows",55,7111,7,2008,138000,1008
"1680","Fellows",55,7264,10,2009,205000,952
"1681","Fellows",55,6854,8,2007,136500,756
"1682","Fellows",65,6435,10,2006,140200,972
"1683","Fellows",50,4960,5,2009,137000,297
"1684","Fellows",NA,7425,8,2008,108000,672
"1685","Fellows",55,8674,3,2007,128250,910
"1686","Fellows",53,5830,3,2010,128500,988
"1687","Fellows",50,9100,8,2008,79500,742
"1688","Fellows",NA,8854,5,2009,121000,952
"1689","Fellows",98,8731,5,2007,144000,915
"1690","Fellows",NA,7010,7,2008,153000,1024
"1691","Fellows",NA,7793,5,2010,209500,1108
"1692","Fellows",69,11737,5,2006,202500,848
"1693","Fellows",70,8737,5,2007,210000,1065
"1694","Fellows",50,6125,3,2007,135000,728
"1695","Fellows",50,6130,5,2008,109500,784
"1696","Fellows",50,5000,10,2006,159000,1004
"1697","Fellows",50,5000,5,2008,124000,672
"1698","Fellows",50,5000,4,2010,87000,765
"1699","Fellows",59,5870,4,2008,106900,554
"1700","Fellows",50,6000,7,2008,164900,981
"1701","Fellows",50,6000,7,2009,128000,672
"1702","Fellows",50,6000,7,2008,119000,949
"1703","Fellows",50,6000,4,2010,134000,608
"1704","Fellows",50,6000,7,2009,134900,698
"1705","Fellows",50,6000,3,2010,128000,572
"1706","Fellows",50,6000,5,2009,117000,884
"1707","Fellows",50,6000,7,2008,120000,862
"1708","Fellows",50,6000,5,2009,132500,780
"1709","Fellows",50,6000,2,2007,128000,600
"1710","Fellows",53,6360,3,2010,132000,835
"1711","Meeker",50,6000,5,2008,157000,825
"1712","Meeker",50,6000,4,2008,105000,739
"1713","Meeker",60,6000,6,2009,93000,468
"1714","Meeker",60,6000,3,2007,131000,735
"1715","Meeker",50,5000,4,2008,113000,992
"1716","Fellows",50,6000,1,2009,119000,884
"1717","Fellows",50,6000,3,2010,139900,780
"1718","Meeker",65,7800,5,2006,119900,793
"1719","Fellows",60,6911,10,2009,100000,1145
"1720","Fellows",60,5520,4,2008,115000,565
"1721","Fellows",99,5940,4,2008,79000,NA
"1722","Fellows",51,6120,4,2009,141500,927
"1723","Fellows",51,6120,7,2009,133000,884
"1724","Fellows",51,6120,7,2007,113000,884
"1725","Fellows",51,6120,1,2009,60000,264
"1726","Fellows",52,6240,9,2006,114500,816
"1727","Fellows",52,6240,8,2008,123000,704
"1728","Fellows",NA,6240,3,2007,126000,861
"1729","Fellows",51,6120,11,2009,105000,715
"1730","Fellows",52,6240,7,2007,132000,672
"1731","Fellows",NA,6240,4,2006,115000,896
"1732","Fellows",51,6120,11,2006,75000,728
"1733","Fellows",51,6120,7,2006,88000,768
"1734","Fellows",NA,6120,6,2008,81300,0
"1735","Fellows",51,6120,3,2009,115000,960
"1736","Fellows",52,6240,6,2008,162900,1078
"1737","Fellows",52,6240,7,2007,131750,966
"1738","Fellows",52,6240,7,2006,80500,0
"1739","Fellows",52,6240,5,2010,123900,528
"1740","Meeker",51,6120,8,2007,132500,756
"1741","Meeker",51,6120,5,2007,137500,939
"1742","Meeker",52,6240,1,2008,150000,989
"1743","Meeker",52,6240,8,2006,149000,1042
"1744","Meeker",52,6240,3,2010,138400,928
"1745","Meeker",51,6120,7,2007,132000,832
"1746","Meeker",52,6240,11,2007,127500,884
"1747","Fellows",51,6120,2,2006,110000,741
"1748","Meeker",50,6000,7,2006,110500,1103
"1749","Meeker",51,6120,3,2010,109500,1124
"1750","Meeker",51,6120,10,2008,123500,1100
"1751","Meeker",51,6120,4,2008,129900,952
"1752","Meeker",60,6180,5,2007,102000,960
"1753","Meeker",51,6120,2,2009,150000,952
"1754","Fellows",60,6155,6,2008,128000,611
"1755","Fellows",50,6000,6,2006,89000,616
"1756","Fellows",60,6324,5,2008,68500,520
"1757","Meeker",50,8635,1,2008,127000,672
"1758","Meeker",50,8635,8,2009,126500,1072
"1759","Meeker",47,7755,5,2007,200000,1100
"1760","Meeker",58,6380,8,2006,113000,993
"1761","Fellows",50,11672,7,2006,109000,816
"1762","Fellows",60,13515,7,2007,180500,764
"1763","Fellows",64,13053,6,2008,207000,833
"1764","Fellows",NA,11888,7,2009,214500,844
"1765","Fellows",60,9120,6,2008,184000,1026
"1766","Fellows",60,9144,3,2008,162500,810
"1767","Fellows",NA,9144,7,2008,145000,883
"1768","Fellows",60,8850,2,2007,165000,768
"1769","Fellows",50,10300,4,2010,140000,576
"1770","Meeker",90,33120,10,2006,220000,1595
"1771","Fellows",60,11414,10,2009,167500,728
"1772","Fellows",60,8550,10,2007,90000,750
"1773","Fellows",60,8730,7,2007,153575,698
"1774","Fellows",60,9873,5,2006,129000,960
"1775","Fellows",55,10267,5,2008,130000,816
"1776","Fellows",NA,5700,9,2007,140000,672
"1777","Meeker",57,8094,9,2008,160000,1242
"1778","Meeker",57,8094,6,2010,149500,888
"1779","Meeker",60,12900,5,2010,159900,780
"1780","Meeker",60,8520,8,2007,136000,714
"1781","Meeker",NA,5100,6,2008,161000,588
"1782","Meeker",57,8094,6,2009,155000,1048
"1783","Meeker",63,4347,6,2008,127500,796
"1784","Meeker",50,2500,6,2009,155000,910
"1785","Meeker",68,9928,6,2009,179900,672
"1786","Meeker",40,5680,9,2007,113000,592
"1787","Meeker",40,5680,9,2007,117000,969
"1788","Meeker",92,5520,7,2009,104000,755
"1789","Meeker",50,3000,9,2009,62500,1040
"1790","Meeker",52,3068,2,2010,122000,662
"1791","Meeker",59,5310,6,2006,117000,485
"1792","Meeker",153,4118,3,2006,52500,693
"1793","High",NA,7758,6,2007,169500,1040
"1794","High",110,8472,5,2010,110000,816
"1795","High",60,10320,10,2006,107000,596
"1796","High",57,6876,8,2009,149000,720
"1797","High",57,7449,6,2007,139400,637
"1798","Fellows",NA,6291,7,2008,93850,768
"1799","High",60,7518,7,2006,116500,396
"1800","High",60,10266,5,2008,136000,768
"1801","High",120,13200,4,2007,202500,741
"1802","High",60,6882,3,2007,127000,684
"1803","High",50,9000,9,2006,72000,610
"1804","High",70,5600,7,2010,55000,0
"1805","High",50,8600,6,2006,119500,780
"1806","High",50,9000,12,2007,141000,780
"1807","High",60,6876,11,2008,141000,1272
